OBJECTID,Identificador del parque,Estrato,UPZ,Localidad,Estado Certificación,Clasificación del Parque,Nombre del Parque,Administración del Parque,Código Localidad,Código POT,coord_x,coord_y
3003,04-064,2,50,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN LAS GUACAMAYAS,,4,,"-74,09961564384398","4,559641938507198"
3005,04-189,2,51,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO LA NUEVA GLORIA II SECTOR,,4,,"-74,08910480480168","4,538284210171218"
3006,04-038,2,51,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN ANTIOQUIA,,4,,"-74,09206394158582","4,540583473452191"
3012,08-744,3,46,Kennedy,CERTIFICADO,Vecinal,BAVARIA TECHO II SECTOR (TERMINACIÓN),,8,,"-74,13932261131663","4,638088380639414"
3019,04-136,2,50,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO URBANÍSTICO MANAGUA,,4,,"-74,1049529023579","4,562323359142532"
3028,04-036,2,50,San Cristobal,CERTIFICADO,Vecinal,ALTOS DEL POBLADO,,4,,"-74,08696710637793","4,548700847639022"
3032,01-296,2,1,Usaquén,INVESTIGADO NO CERTIFICADO,Zonal Existente,LAS FLORES,A. USAQUEN Y FVP,1,,"-74,0416391210086","4,77602626620726"
3033,05-436,1,58,Usme,CERTIFICADO,Bolsillo,VILLA ANITA III SECTOR,,5,,"-74,11921183615905","4,489931329377386"
3038,04-192,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,JAC GUACAMAYAS II SECTOR,4,,"-74,09992766422562","4,558668954163339"
3043,04-187,2,32,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO SAN PEDRO SAN BLAS,,4,,"-74,08544001890397","4,566806879745336"
3049,10-531,3,72,Engativa,CERTIFICADO,Metropolitano Propuesto,PLANTA DE TRATAMIENTO SALITRE,,10,PM9,"-74,12335099720548","4,730697221342584"
3053,04-287,2,34,San Cristobal,CERTIFICADO,Vecinal,VILLA DE LOS ALPES,,4,,"-74,09811992239563","4,564109233219417"
3056,04-339,1,50,San Cristobal,CERTIFICADO,Vecinal,ALTOS DEL VIRREY ETAPA I,,4,,"-74,07821623002144","4,540968380870352"
3058,18-164,3,36,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN GUSTAVO RESTREPO,,18,,"-74,10337831331915","4,57502041740895"
3064,04-257,2,33,San Cristobal,CERTIFICADO,Vecinal,SANTA ANA SUR ETAPA I,,4,,"-74,08224767093805","4,573992032220129"
3065,04-258,2,33,San Cristobal,CERTIFICADO,Bolsillo,CONJUNTO RESIDENCIAL EL LAGO DE SAN CRISTÓBAL,,4,,"-74,08334181670833","4,571965237922511"
3074,03-047,2,96,Santa Fe,CERTIFICADO,Bolsillo,ATANASIO GIRARDOT (PEQUEÑO),,3,,"-74,07334583045225","4,58540991307976"
3076,05-195,1,52,Usme,CERTIFICADO,Vecinal,DESARROLLO LA FLORA,,5,,"-74,09484576755173","4,515479953872679"
3082,11-783,3,18,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN PORTAL DE MOCHUELO,,11,,"-74,05564419091046","4,7495653718994415"
3084,11-785,3,18,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN TAORMINA,,11,,"-74,05600280151597","4,750342043533147"
3089,03-085,2,93,Santa Fe,INVESTIGADO NO CERTIFICADO,Metropolitano Existente,TERCER MILENIO,IDRD,3,PM15,"-74,08185905794952","4,597488184605114"
3096,14-067,3,37,Martires,CERTIFICADO,Bolsillo,URBANIZACIÓN VERAGUAS,,14,,"-74,09871818195937","4,602652500103327"
3100,05-262,1,57,Usme,CERTIFICADO,Bolsillo,DESARROLLO ALTOS DEL PINO,,5,,"-74,09876769080964","4,505492181369982"
3104,05-275,1,59,Usme,CERTIFICADO,Bolsillo,CHAPINERITO,,5,,"-74,10319970713027","4,503379191346909"
3111,16-406,3,108,Puente Aranda,CERTIFICADO,Bolsillo,URBANIZACIÓN INDUSTRIAL PENSILVANIA,,16,,"-74,09973193435077","4,614242377282137"
3112,13-180,4,107,Teusaquillo,CERTIFICADO,Bolsillo,FUTURA,,13,,"-74,08434155358464","4,6283348171325445"
3114,12-110,3,103,Barrios Unidos,CERTIFICADO,Metropolitano Existente,SIMÓN BOLÍVAR ( SECTOR PLAZA DE ARTESANOS ),PLAZA ARTESANOS,12,PM1,"-74,0857272165885","4,664343996495669"
3134,10-619,3,26,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN ACAPULCO II SECTOR,,10,,"-74,0948086882409","4,686486717829242"
3135,10-755,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN EL PIREO - AGRUPACIÓN DE VIVIENDA VALDIVIA II SECTOR,,10,,"-74,11884766677855","4,707321083160315"
3137,05-026,1,58,Usme,CERTIFICADO,Vecinal,DESARROLLO USMINIA,,5,,"-74,11640498717175","4,4952328758474"
3143,02-010,6,97,Chapinero,CERTIFICADO,Vecinal,URBANIZACIÓN CHICO RESERVADO II SECTOR,,2,,"-74,04673501029049","4,681465418800087"
3159,10-702,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,09811545687033","4,704205037513596"
3160,02-034,5,97,Chapinero,CERTIFICADO,Bolsillo,URBANIZACIÓN AUTOPISTA LAGO DE CHAPINERO,,2,,"-74,05898706148369","4,6674040754902135"
3161,02-093,5,97,Chapinero,CERTIFICADO,Bolsillo,ANTIGUO COUNTRY CLUB,,2,,"-74,05703782242003","4,669288862034373"
3166,02-049,6,97,Chapinero,CERTIFICADO,Vecinal,LA CABRERA,,2,,"-74,0520941243661","4,669419170229741"
3167,16-323,3,41,Puente Aranda,CERTIFICADO,Vecinal,SANTA RITA III SECTOR ETAPA A,,16,,"-74,12133586177501","4,602434141929778"
3169,01-167,6,16,Usaquén,CERTIFICADO,Vecinal,SANTA BÁRBARA CENTRAL 11,,1,,"-74,03411732456456","4,699113890651235"
3180,02-212,6,88,Chapinero,CERTIFICADO,Bolsillo,BELLAVISTA,,2,,"-74,05365723024056","4,656767948239873"
3181,01-014,3,11,Usaquén,CERTIFICADO,Vecinal,DANUBIO OCCIDENTAL,,1,,"-74,0290689826615","4,741820068514595"
3195,01-137,5,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN LISBOA,,1,,"-74,03499212509865","4,714485710552381"
3198,07-346,2,84,Bosa,CERTIFICADO,Bolsillo,DESARROLLO VILLA SONIA 1,,7,,"-74,18322657472117","4,621076331844122"
3204,01-118,6,16,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN LOS MOLINOS,,1,,"-74,04721402523765","4,69041267455036"
3218,13-148,4,106,Teusaquillo,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LA MONTAÑA,,13,,"-74,08779696195256","4,652593194220849"
3232,05-352,1,58,Usme,CERTIFICADO,Bolsillo,DESARROLLO VILLA ALEMANA II SECTOR,,5,,"-74,11283566074769","4,48818793874484"
3255,09-302,4,110,Fontibon,CERTIFICADO,Vecinal,CIUDAD SALITRE ETAPA 1 SECTOR 1,,9,,"-74,10733152400007","4,6571722337599395"
3258,02-136,6,88,Chapinero,CERTIFICADO,Vecinal,URBANIZACIÓN EL CASTILLO,,2,,"-74,05103137067259","4,653640205764587"
3266,02-148,1,90,Chapinero,CERTIFICADO,Bolsillo,DESARROLLO PARDO RUBIO,,2,,"-74,05744542085296","4,63249007362678"
3269,05-071,1,57,Usme,CERTIFICADO,Vecinal,CHAPINERITO EL BOSQUE,,5,,"-74,10330406935756","4,505149251740772"
3281,18-364,1,54,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN EL CERRITO,,18,,"-74,12119338043695","4,562369733978452"
3286,11-138,3,18,Suba,CERTIFICADO,Vecinal,CONJUNTO RESIDENCIAL LOS PORTALES DEL NORTE II,,11,,"-74,0615158868313","4,751700032066399"
3294,05-168,1,52,Usme,CERTIFICADO,Vecinal,DESARROLLO LAS VIOLETAS,,5,,"-74,08090101772456","4,499324788216957"
3305,19-505,1,67,Ciudad Bolivar,CERTIFICADO,Vecinal,DESARROLLO BELLAVISTA (LUCRO ALTO),,19,,"-74,14570888513924","4,549307305826246"
3308,18-452,3,39,Rafael Uribe,CERTIFICADO,Escenario Deportivo,GIMNASIO DEL SUR,IDRD,18,,"-74,1053780543206","4,584194090759063"
3316,11-1015,6,24,Suba,CERTIFICADO,Vecinal,AGRUPACIÓN DE VIVIENDA EL BALCÓN DE LINDARAJA,,11,,"-74,08202482047561","4,7120502019508805"
3328,16-068,3,41,Puente Aranda,CERTIFICADO,Vecinal,LOS SAUCES (ANTES SAN JORGE CENTRAL III SECTOR),,16,,"-74,11648730474197","4,596978296633804"
3332,10-706,3,29,Engativa,CERTIFICADO,Vecinal,CONJUNTO MULTIFAMILIAR NO. 2 EL MINUTO DE DIOS LOTE 83,,10,,"-74,08976710301624","4,703212164663389"
3333,15-078,3,38,Antonio Nariño,CERTIFICADO,Vecinal,URBANIZACIÓN PORTAL DEL RESTREPO,,15,,"-74,10108917690482","4,591296446856343"
3334,11-841,2,71,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LAS MARGARITAS I ETAPA,,11,,"-74,10827215846808","4,751191905011879"
3335,11-842,2,71,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN SAN ANDRÉS -AFIDRO,,11,,"-74,1073863351563","4,74889257165281"
3340,11-051,3,28,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LOMBARDÍA (III ETAPA SECTOR B ),,11,,"-74,10280058609868","4,746831004967808"
3354,01-111,3,9,Usaquén,CERTIFICADO,Bolsillo,DESARROLLO EL REFUGIO DE SAN ANTONIO,,1,,"-74,03661943266815","4,761348535165706"
3362,19-745,1,67,Ciudad Bolivar,SIN CERTIFICAR,Vecinal,DESARROLLO DE LA ESTRELLA,,19,,"-74,14763305671488","4,542662123399545"
3364,01-143,6,16,Usaquén,CERTIFICADO,Bolsillo,NAVARRA,,1,,"-74,05349530756311","4,693461915468408"
3368,01-025,4,13,Usaquén,CERTIFICADO,Vecinal,EL CEDRO GOLF CLUB,,1,,"-74,02815174391677","4,7263869290468215"
3379,01-128,6,16,Usaquén,CERTIFICADO,Vecinal,SANTA BÁRBARA CENTRAL VIII SECTOR,,1,,"-74,03505343017605","4,70231509288249"
3383,01-160,5,15,Usaquén,CERTIFICADO,Vecinal,CATAMA,,1,,"-74,04830162453528","4,716630719092731"
3384,01-112,5,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN NUEVO COUNTRY I SECTOR,,1,,"-74,04019678958167","4,717562593042928"
3390,08-745,2,44,Kennedy,CERTIFICADO,Vecinal,PUESTO DE MONTA,,8,,"-74,12965620526022","4,620303516109242"
3394,11-1114,3,27,Suba,CERTIFICADO,Vecinal,TURINGIA,,11,,"-74,09152124416987","4,750556820655364"
3395,01-223,3,12,Usaquén,CERTIFICADO,Vecinal,MAGDALA II ETAPA LOTE INSTITUCIONAL VENDIBLE MANZANA 36 - AGRUPACIÓN DE VIVIENDA JARDINES DE ORIENTE,,1,,"-74,04146452489911","4,739456844538356"
3409,01-246,4,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN CEDRO BOLÍVAR 2 SECTOR,,1,,"-74,0392517744792","4,730464504567369"
3411,02-202,6,88,Chapinero,CERTIFICADO,Vecinal,URBANIZACIÓN LA CABRERA,,2,,"-74,04585244741403","4,667572005881824"
3412,02-203,6,88,Chapinero,CERTIFICADO,Vecinal,PREDIO MABRUCK,,2,,"-74,04270296435854","4,658056190356998"
3413,11-1115,3,27,Suba,CERTIFICADO,Vecinal,TURINGIA,,11,,"-74,09200419508544","4,7508736278754435"
3421,01-155,6,16,Usaquén,CERTIFICADO,Vecinal,NUEVA URBANIZACIÓN SANTA BÁRBARA CENTRAL,,1,,"-74,03798832322732","4,70024083326682"
3422,18-367,1,54,Rafael Uribe,CERTIFICADO,Bolsillo,DESARROLLO LA MERCED SUR - SECTOR SAN IGNACIO,,18,,"-74,11873794250732","4,562032257190758"
3425,01-016,4,13,Usaquén,CERTIFICADO,Vecinal,EL CEDRO BOLÍVAR - UNIDAD RESIDENCIAL LAS MARGARITAS I SECTOR- CONJUNTO RESIDENCIAL EL CEDRAL,,1,,"-74,04688982235331","4,73317797471853"
3427,11-600,6,24,Suba,CERTIFICADO,Vecinal,"URBANIZACIÓN DITMARCIA, URBANIZACIÓN EL RAQUE",,11,,"-74,07647949956551","4,723253785095783"
3428,13-159,4,106,Teusaquillo,INVESTIGADO NO CERTIFICADO,Vecinal,URBANIZACIÓN EL QUIRINAL I ETAPA,,13,,"-74,08510416621785","4,654225467094678"
3430,05-236,1,51,Usme,CERTIFICADO,Zonal Existente,SAN CAYETANO,IDRD,5,PZ79,"-74,08977854306139","4,517643551826506"
3437,03-079,2,96,Santa Fe,CERTIFICADO,Bolsillo,PARQUE LOS LACHES,,3,,"-74,06649312977457","4,5831575021191115"
3438,11-884,2,27,Suba,CERTIFICADO,Bolsillo,DESARROLLO VILLA ESPERANZA,,11,,"-74,0910538372528","4,7576765515125725"
3445,09-166,3,115,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA DEL PINAR 2¦ ET5APA,,9,,"-74,12997188178505","4,672806463279045"
3449,18-306,3,39,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN VILLA MAYOR,,18,,"-74,12788216058401","4,591219529378214"
3450,10-542,4,31,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN NORMANDÍA V SECTOR,,10,,"-74,10405236239598","4,670312366248907"
3451,11-543,2,28,Suba,CERTIFICADO,Bolsillo,DESARROLLO SAN PEDRO,,11,,"-74,08330900259844","4,734578249762746"
3455,19-229,1,70,Ciudad Bolivar,CERTIFICADO,Metropolitano Propuesto,ARBORIZADORA ALTA,,19,PM23,"-74,16682510417016","4,562672266971811"
3463,10-073,3,29,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA ESPAÑOLA,,10,,"-74,10010362846924","4,7049811312635015"
3465,10-546,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN MEISSEN SIDAUTO,,10,,"-74,09551851631716","4,712575619725859"
3466,05-206,1,57,Usme,CERTIFICADO,Bolsillo,DESARROLLO CASALOMA,,5,,"-74,09961729315084","4,5019249184479415"
3468,05-248,1,57,Usme,CERTIFICADO,Bolsillo,DESARROLLO CASALOMA,,5,,"-74,09921979357836","4,50152630066655"
3473,10-196,3,116,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN CIUDADELA INDUSTRIAL EL DORADO,,10,,"-74,11535237994937","4,687628161686541"
3475,10-222,3,26,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LAS GALIAS,,10,,"-74,08159868485765","4,688153880142057"
3484,08-566,3,44,Kennedy,CERTIFICADO,Bolsillo,VILLA CLAUDIA,,8,,"-74,12835045279078","4,6152432100818475"
3488,16-320,4,108,Puente Aranda,CERTIFICADO,Vecinal,PARQUE INDUSTRIAL PUENTE ARANDA,,16,,"-74,10639808189342","4,624342765434527"
3493,18-019,3,39,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN QUIROGA 8 ETAPA,,18,,"-74,11990475569587","4,580449769442245"
3496,18-047,3,39,Rafael Uribe,CERTIFICADO,Vecinal,LIBERTADOR SANTIAGO PÉREZ,,18,,"-74,11140694598384","4,586709471589533"
3497,18-100,3,39,Rafael Uribe,CERTIFICADO,Vecinal,"URBANIZACIÓN QUIROGA I, II, III ETAPA",,18,,"-74,11256373352467","4,582759158040725"
3503,05-254,1,58,Usme,CERTIFICADO,Bolsillo,BOSQUE EL LIMONAR II,,5,,"-74,11783970133422","4,489717157459248"
3505,05-257,1,52,Usme,CERTIFICADO,Bolsillo,DOÑA LILIANA,,5,,"-74,09372163287316","4,509681956270812"
3507,05-259,1,52,Usme,CERTIFICADO,Vecinal,DOÑA LILIANA,,5,,"-74,09266215129308","4,51042421260245"
3516,19-427,1,69,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO BARRIO SAN ISIDRO II NUEVA PARTE,,19,,"-74,1810790976864","4,591704084129633"
3518,05-361,1,58,Usme,CERTIFICADO,Bolsillo,DESARROLLO USMINIA,,5,,"-74,11709810299047","4,4956749709018755"
3523,08-605,3,47,Kennedy,CERTIFICADO,Bolsillo,CALARCÁ,,8,,"-74,16818760995346","4,619314076033039"
3532,08-628,2,46,Kennedy,CERTIFICADO,Vecinal,SENDEROS DE CASTILLA,,8,,"-74,14763336393871","4,639825425802131"
3533,11-595,3,28,Suba,CERTIFICADO,Bolsillo,DESARROLLO LA CHUCUA NORTE,,11,,"-74,0910469979294","4,736183269047349"
3537,01-545,3,9,Usaquén,SIN CERTIFICAR,Vecinal,ANDALUCÍA REAL PARQUE 1,,1,,"-74,03231272324481","4,758853775566932"
3541,11-1210,3,27,Suba,SIN CERTIFICAR,Vecinal,URB YAKALI C ADICIONAL,,11,,"-74,092183125117","4,750215011319215"
3553,11-1221,3,23,Suba,SIN CERTIFICAR,Vecinal,URB SAN CRISTÓBAL - PARQUE 2 Y CESIÓN ADIC 2,,11,,"-74,07280997909709","4,750669962720147"
3556,09-328,3,115,Fontibon,SIN CERTIFICAR,Vecinal,URB SANTA TERESA - PARQUE 3,,9,,"-74,128692180908","4,676514063452105"
3558,08-783,2,46,Kennedy,SIN CERTIFICAR,Vecinal,URB GERONA DEL VERGEL PARQUE 1,,8,,"-74,13649212945083","4,652335316182292"
3560,09-330,2,77,Fontibon,SIN CERTIFICAR,Vecinal,URB AGRUPACIÓN ZONA FRANCA DE BOGOTÁ,,9,,"-74,15576169477774","4,677038409974951"
3562,10-774,2,74,Engativa,SIN CERTIFICAR,Vecinal,URB COLSUBSIDIO ENGATIVÁ,,10,,"-74,13623136514269","4,7149171420896545"
3587,07-148,2,85,Bosa,CERTIFICADO,Vecinal,DESARROLLO LOS NARANJOS - EL RETAZO,,7,,"-74,19166396509465","4,60432652736036"
3596,10-565,3,29,Engativa,CERTIFICADO,Bolsillo,URBANIZACIÓN TISQUESUSA,,10,,"-74,09404385676896","4,702042114853401"
3600,15-027,3,35,Antonio Nariño,CERTIFICADO,Zonal Existente,CIUDAD JARDÍN,IDRD,15,PZ8,"-74,09301928237333","4,583094069333561"
3602,05-087,1,58,Usme,INVESTIGADO NO CERTIFICADO,Zonal Existente,VILLA ALEMANA,IDRD,5,PZ83,"-74,11149035725293","4,492775452759809"
3603,09-263,4,114,Fontibon,CERTIFICADO,Vecinal,URBANIZACIÓN FUENTE DEL DORADO,,9,,"-74,12803826397504","4,668587382139512"
3604,05-428,1,56,Usme,CERTIFICADO,Vecinal,PANORAMA - DANUBIO AZUL- SIERRAS DE SANTA FE,,5,,"-74,11416799571387","4,5358164848744185"
3626,04-115,2,32,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO RAMAJAL,,4,,"-74,08301165484951","4,558877345030094"
3627,04-164,2,51,San Cristobal,CERTIFICADO,Vecinal,DESARROLLO EL PINAR ( REPUBLICA DE CANADÁ),,4,,"-74,0881875027257","4,536485272674602"
3633,08-559,3,44,Kennedy,CERTIFICADO,Vecinal,VILLA EMILIA,UNIDAD RESIDENCIAL VILLA EMILIA,8,,"-74,13000081652035","4,617577332501633"
3653,04-320,1,32,San Cristobal,CERTIFICADO,Vecinal,SAN CRISTÓBAL ALTO,,4,,"-74,0719181496493","4,56851287409056"
3654,04-321,2,51,San Cristobal,CERTIFICADO,Vecinal,"SANTA RITA SUR ORIENTAL III ETAPA, DESARROLLO LOS LIBERTADORES",,4,,"-74,09196993289135","4,536165823647714"
3655,04-322,2,51,San Cristobal,CERTIFICADO,Vecinal,SANTA RITA SUR ORIENTAL I ETAPA,,4,,"-74,09437126708804","4,541912920620931"
3664,19-390,2,65,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO ARBORIZADORA BAJA,,19,,"-74,15031950899623","4,576156931692415"
3667,08-085,3,44,Kennedy,CERTIFICADO,Vecinal,KENNEDY SUPERMANZANA 1,,8,,"-74,14179192642075","4,6215089085424905"
3670,04-116,2,51,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO LOS LIBERTADORES,,4,,"-74,08800031987164","4,5326073484156755"
3675,01-302,2,11,Usaquén,CERTIFICADO,Vecinal,"DESARROLLO LA PERLA ORIENTAL, DESARROLLO SANTA CECILIA PARTE ALTA",,1,,"-74,02121674812672","4,736360990160966"
3677,08-634,3,46,Kennedy,CERTIFICADO,Vecinal,LA FAYETTE,,8,,"-74,1312238790679","4,647201853249448"
3678,08-637,3,45,Kennedy,CERTIFICADO,Bolsillo,NUEVAS DELICIAS,,8,,"-74,14561942236926","4,59710305284672"
3688,19-347,1,68,Ciudad Bolivar,SIN CERTIFICAR,Zonal Propuesto,BUENAVISTA EL PORVENIR,,19,PZ76,"-74,14064544749698","4,541174581961666"
3704,18-125,3,39,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN QUIROGA VII ETAPA,,18,,"-74,11494488931427","4,579008063904391"
3706,18-144,2,55,Rafael Uribe,CERTIFICADO,Vecinal,DESARROLLO DIANA TURBAY,,18,,"-74,11030927432608","4,547180397283439"
3719,18-334,1,54,Rafael Uribe,CERTIFICADO,Vecinal,DESARROLLO LA PROVINCIA MEDIA,,18,,"-74,11599381703726","4,562557601410523"
3723,11-652,3,18,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN LA ESPERANZA,,11,,"-74,0479747073913","4,745783414668501"
3727,18-424,2,54,Rafael Uribe,CERTIFICADO,Vecinal,URBANIZACIÓN MARRUECOS II SECTOR,,18,,"-74,1128514073163","4,554726573533259"
3728,18-425,3,54,Rafael Uribe,CERTIFICADO,Vecinal,UNIDAD RESIDENCIAL FRANCISCO VEGA,,18,,"-74,12336100309028","4,567257357633707"
3733,10-076,3,30,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN UNIDAD RESIDENCIAL SANTA ROSITA,,10,,"-74,11225038408557","4,701865158420983"
3734,10-677,3,73,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN GARCÉS NAVAS,,10,,"-74,11798355395055","4,713203116854804"
3736,11-274,2,71,Suba,CERTIFICADO,Bolsillo,URBANIZACIÓN COMPARTIR I ETAPA,,11,,"-74,10582770468861","4,760303142254679"
3747,02-224,2,90,Chapinero,SIN CERTIFICAR,Bolsillo,CITRUS,,2,,"-74,05346147880613","4,6472866855796955"
3749,04-093,2,34,San Cristobal,CERTIFICADO,Vecinal,URBANIZACIÓN GRANADA SUR SEGUNDO SECTOR,,4,,"-74,08896169284628","4,569378845784925"
3756,04-277,2,50,San Cristobal,CERTIFICADO,Bolsillo,LAS GUACAMAYAS,JAC GUACAMAYAS II SECTOR,4,,"-74,10048917056699","4,5562493204131655"
3766,01-116,5,13,Usaquén,CERTIFICADO,Vecinal,URBANIZACIÓN CONTADOR,,1,,"-74,04189186246293","4,722666239786691"
3771,07-326,2,85,Bosa,CERTIFICADO,Vecinal,URBANIZACIÓN LA ESPERANZA,,7,,"-74,2109191713009","4,608987700676336"
3776,08-648,3,46,Kennedy,INVESTIGADO NO CERTIFICADO,Vecinal,VILLAS DE SAN DIEGO,,8,,"-74,13693489243555","4,65263031506529"
3781,19-398,1,67,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO MARANDÚ,,19,,"-74,1513373621969","4,555304671804681"
3782,05-360,1,59,Usme,CERTIFICADO,Bolsillo,DESARROLLO PORTAL DE ORIENTE,,5,,"-74,10226285995951","4,490011886182966"
3784,02-043,6,97,Chapinero,CERTIFICADO,Vecinal,CHICO NORTE,,2,,"-74,05573676364796","4,680061857688854"
3795,10-238,3,30,Engativa,CERTIFICADO,Vecinal,URBANIZACIÓN LA SALINA,,10,,"-74,11169184532872","4,698572588964089"
3799,05-092,2,57,Usme,CERTIFICADO,Vecinal,SANTA LIBRADA SECTOR LAS GRANJAS,,5,,"-74,11393286303573","4,513124287798215"
3804,05-456,1,61,Usme,INVESTIGADO NO CERTIFICADO,Bolsillo,CIUDADELA NUEVO USME ETAPA I PRIMERA SUB ETAPA (PREDIO LA ESPERANZA),,5,,"-74,12326907309735","4,476975662039177"
3806,05-453,1,61,Usme,INVESTIGADO NO CERTIFICADO,Vecinal,CIUDADELA NUEVO USME ETAPA I TERCERA SUB ETAPA (PREDIO LA ESPERANZA),,5,,"-74,12988290994437","4,473028909901352"
3808,08-814,2,79,Kennedy,SIN CERTIFICAR,Vecinal,URBANIZACIÓN RIBERAS DE OCCIDENTE,,8,,"-74,17114294641479","4,646739602173785"
3814,13-063,4,101,Teusaquillo,CERTIFICADO,Vecinal,URBANIZACIÓN LAS AMÉRICAS LOS ARRAYANES,,13,,"-74,08051130924053","4,627244743445591"
3815,10-245,3,29,Engativa,CERTIFICADO,Vecinal,AGRUPACIÓN DE VIVIENDA BOCHICA I SECTOR,,10,,"-74,10543308511491","4,713170143296316"
3819,05-241,1,55,Usme,CERTIFICADO,Vecinal,DANUBIO AZUL,,5,,"-74,1157904685505","4,541421333570258"
3824,19-450,2,69,Ciudad Bolivar,CERTIFICADO,Vecinal,URBANIZACIÓN BOSQUES DE LA CANDELARIA,,19,,"-74,16077943332488","4,579884606796767"
3829,12-130,4,22,Barrios Unidos,CERTIFICADO,Bolsillo,CENTRO COMERCIAL Y HABITACIONAL GUANENTA,,12,,"-74,08859070525277","4,67231016118653"
3830,11-886,2,27,Suba,CERTIFICADO,Vecinal,URBANIZACIÓN SANTA BEATRIZ,,11,,"-74,0928372091366","4,754014869266636"
3835,19-438,1,67,Ciudad Bolivar,CERTIFICADO,Bolsillo,DESARROLLO ALTOS DE JALISCO,,19,,"-74,13966076279155","4,55939571465443"
3841,04-025,2,32,San Cristobal,CERTIFICADO,Vecinal,SAN CRISTÓBAL ALTO,,4,,"-74,07485797085823","4,570192459509368"
3848,12-090,3,103,Barrios Unidos,CERTIFICADO,Metropolitano Existente,SIMÓN BOLÍVAR (SECTOR CENTRO DE ALTO RENDIMIENTO ),COLDEPORTES,12,PM1,"-74,08612602859961","4,659988215994234"
3850,12-141,3,103,Barrios Unidos,CERTIFICADO,Metropolitano Existente,SIMÓN BOLÍVAR (SECTOR MUSEO DE LOS NIÑOS ),MUSEO NI¥OS,12,PM1,"-74,0888701877565","4,661149846938368"
3857,01-367,5,15,Usaquén,CERTIFICADO,Vecinal,AGRUPACIÓN DE VIVIENDA SANTA COLOMA,,1,,"-74,051377452924","4,715009317476307"
3871,09-020,3,75,Fontibon,CERTIFICADO,Zonal Existente,CARMEN DE LA LAGUNA,IDRD,9,PZ33,"-74,15111869159549","4,673571516130119"
3873,18-348,2,54,Rafael Uribe,CERTIFICADO,Bolsillo,URBANIZACIÓN HACIENDA LOS MOLINOS SECTOR EL PORTAL DE LA HACIENDA I ETAPA,,18,,"-74,10999143241227","4,557297473489758"
3917,16-005,3,40,Puente Aranda,CERTIFICADO,Vecinal,URBANIZACIÓN LAS VIOLETAS,,16,,"-74,10489387855213","4,602131849342959"
3928,15-073,3,38,Antonio Nariño,CERTIFICADO,Bolsillo,URBANIZACIÓN LA FRAGUA,,15,,"-74,10599241394004","4,592679407366955"
3933,04-360,2,51,San Cristobal,CERTIFICADO,Bolsillo,DESARROLLO LOS LIBERTADORES,,4,,"-74,09049187277063","4,530986406291785"
3940,05-077,1,57,Usme,CERTIFICADO,Vecinal,DESARROLLO SAN FELIPE,,5,,"-74,10076242684748","4,503505030977551"
3947,05-046,2,58,Usme,CERTIFICADO,Vecinal,QUINTAS DEL PLAN SOCIAL,,5,,"-74,1230913243504","4,519654711575145"
3952,08-655,3,46,Kennedy,CERTIFICADO,Vecinal,CIUDAD TECHO II,,8,,"-74,149180659015","4,6376174444457"
